,Unnamed: 0.1,Unnamed: 0,id,split,question,effective_year,next_review,false_premise,num_hops,fact_type,source,answer_0,answer_1,answer_2,answer_3,answer_4,answer_5,answer_6,answer_7,answer_8,answer_9,note,extended_answer_0,extended_answer_1,extended_answer_2,extended_answer_3,extended_answer_4,extended_answer_5,extended_answer_6,extended_answer_7,extended_answer_8,extended_answer_9,base_response,synonyms,synonym_responses,antonyms,antonym_responses
10,10,10,334,TEST,When was the Day of Eight Billion?,before 2022,,False,one-hop,never-changing,https://en.wikipedia.org/wiki/Day_of_Eight_Billion#:~:text=The%20Day%20of%20Eight%20Billion%2C%20marked%20on%2015%20November%202022,"Nov 15, 2022","November 15, 2022",15 Nov 2022,15 November 2022,11/15/2022,11-15-2022,15/11/2022,15-11-2022,2022/11/15,2022-11-15,,"The Day of Eight Billion was on November 15, 2022.","The Day of Eight Billion was on November 15, 2022, marking the milestone of the global population reaching eight billion people.",The Day of Eight Billion was on 15 Nov 2022.,The Day of Eight Billion was on 15 November 2022.,The Day of Eight Billion was on 11/15/2022.,The Day of Eight Billion was on 11-15-2022.,The Day of Eight Billion was on 15/11/2022.,The Day of Eight Billion was on 15-11-2022.,"The Day of Eight Billion was on November 15, 2022.","The Day of Eight Billion was on November 15, 2022."," The Day of Eight Billion, as estimated by the United Nations, is expected to occur on or around November 15, 2023.","1. The United Nations anticipates that the Day of Eight Billion will transpire around November 15, 2023.;2. On or around November 15, 2023, the Day of Eight Billion, as per the United Nations' estimation, is scheduled to take place.;3. The Day of Eight Billion, as projected by the United Nations, is expected to occur on November 15, 2023.;4. The United Nations has predicted that the Day of Eight Billion will occur on November 15, 2023.;5. The Day of Eight Billion, as estimated by the United Nations, is expected to be celebrated on November 15, 2023.",NOT SURE;NO;NOT SURE;NO;NOT SURE,"1. The Day of Eight Billion, as estimated by the United Nations, is not expected to occur on or around November 15, 2023.;2. November 15, 2023, is not the date when the Day of Eight Billion is expected to occur, as estimated by the United Nations.;3. The Day of Eight Billion, as estimated by the United Nations, did not occur on or around November 15, 2023.;4. The Day of Eight Billion, as estimated by the United Nations, is expected to occur before November 15, 2023.;5. The Day of Eight Billion, as estimated by the United Nations, is expected to occur after November 15, 2023.",YES;YES;YES;NO;YES
11,11,11,335,TEST,Who was the first female president of Slovenia?,before 2022,,False,one-hop,never-changing,https://en.wikipedia.org/wiki/Nata%C5%A1a_Pirc_Musar#:~:text=she%20was%20elected%20the%20first%20female%20president%20of%20Slovenia,Nataša Pirc Musar,,,,,,,,,,,Nataša Pirc Musar was the first female president of Slovenia.,,,,,,,,,," The first female president of Slovenia was Dalia Grybauskaitė, who served as the President of Lithuania before her presidency in Slovenia. However, it's important to note that she never served as the President of Slovenia herself. The first female President of Slovenia was Danica Šemerjak, who took office in 2021.","1. The individual who became the first female President of Slovenia was Danica Šemerjak, assuming office in 2021.;2. Danica Šemerjak, who previously held no presidential position in Slovenia, was the first woman to serve as President of Slovenia, starting in 2021.;3. The first female to hold the office of President in Slovenia was Danica Šemerjak, who began her term in 2021.;4. Danica Šemerjak, who previously served as President of Lithuania, is not the first female President of Slovenia. The first female President of Slovenia was Danica Šemerjak, who took office in 2021.;5. The first woman to assume the role of President in Slovenia was Danica Šemerjak, who began her term in 2021, despite not having previously served as President of Slovenia.",NO;YES;NO;NO;NO,"1. Danica Šemerjak was not the first female president of Slovenia.;2. Dalia Grybauskaitė served as the first female president of Slovenia.;3. Dalia Grybauskaitė served as the President of Slovenia before her presidency in Slovenia, contrary to the statement that she never served as the President of Slovenia herself.;4. The first female president of Slovenia was not Dalia Grybauskaitė.;5. Dalia Grybauskaitė did not hold the position of the first female president of Slovenia.",YES;NO;NO;NO;NO
12,12,12,336,TEST,How many Chinese paddlefish are left in the wild?,before 2022,,False,one-hop,never-changing,https://en.wikipedia.org/wiki/Chinese_paddlefish#:~:text=The%20Chinese%20paddlefish%20was%20officially%20declared%20extinct%20in%202022,zero,none,Chinese paddlefish was declared extinct by the International Union for Conservation of Nature in 2022.,,,,,,,,,There are zero Chinese paddlefish left in the wild.,There are none Chinese paddlefish left in the wild.,"The International Union for Conservation of Nature declared the Chinese paddlefish extinct in 2022, so there are no Chinese paddlefish left in the wild.",,,,,,,," As of 2021, the Chinese paddlefish is considered functionally extinct in the wild, with no confirmed sightings since 2003.","1. As of 2021, the Chinese paddlefish has not been spotted in the wild since 2003, making it functionally extinct.;2. In 2021, the Chinese paddlefish is considered extinct in practice, as no confirmed sightings have been made since 2003.;3. The Chinese paddlefish, last seen in 2003, is now considered functionally extinct in the wild as of 2021.;4. Since 2003, there have been no confirmed sightings of the Chinese paddlefish in the wild, making it functionally extinct as of 2021.;5. In the wild, the Chinese paddlefish has not been observed since 2003, and is now considered functionally extinct as of 2021.",YES;YES;YES;YES;YES,"1. As of 2021, the Chinese paddlefish is not considered functionally extinct in the wild, with confirmed sightings since 2003.;2. There are Chinese paddlefish left in the wild as of 2021.;3. The Chinese paddlefish was not considered functionally extinct in the wild by 2021.;4. Confirmed sightings of the Chinese paddlefish in the wild have occurred since 2003, as of 2021.;5. The Chinese paddlefish is not extinct in the wild, as of 2021.",YES;NO;NO;YES;NO
13,13,13,337,TEST,Which university did Taylor Swift receive her honorary Doctor of Fine Arts degree from?,before 2022,,False,one-hop,never-changing,https://en.wikipedia.org/wiki/Taylor_Swift#:~:text=Swift%20received%20an%20honorary%20Doctor%20of%20Fine%20Arts%20degree%20from%20New%20York%20University,New York University,,,,,,,,,,,Taylor Swift received her honorary Doctor of Fine Arts degree from New York University.,,,,,,,,,, New York University awarded Taylor Swift an honorary Doctor of Fine Arts degree.,"1. New York University bestowed upon Taylor Swift an honorary Doctor of Fine Arts degree.;2. Taylor Swift received an honorary Doctor of Fine Arts degree from New York University.;3. New York University honored Taylor Swift with a Doctor of Fine Arts degree.;4. Taylor Swift was granted an honorary Doctor of Fine Arts degree by New York University.;5. New York University presented Taylor Swift with a Doctor of Fine Arts degree, an honorary title.",YES;YES;YES;YES;YES,1. New York University did not award Taylor Swift an honorary Doctor of Fine Arts degree.;2. Taylor Swift did not receive her honorary Doctor of Fine Arts degree from New York University.;3. The honorary Doctor of Fine Arts degree that Taylor Swift received was not from New York University.;4. New York University is not the university that Taylor Swift received her honorary Doctor of Fine Arts degree from.;5. Taylor Swift's honorary Doctor of Fine Arts degree was not awarded by New York University.,NO;NO;YES;YES;NO
14,14,14,338,TEST,What was the first episode of The Simpsons to have all female creative leads?,before 2022,,False,one-hop,never-changing,https://en.wikipedia.org/wiki/You_Won%27t_Believe_What_This_Episode_Is_About_%E2%80%93_Act_Three_Will_Shock_You!#:~:text=This%20is%20the%20first%20episode%20of%20The%20Simpsons%20to%20have%20all%2Dfemale%20creative%20leads.,You Won't Believe What This Episode Is About – Act Three Will Shock You!,the 14th episode of the 33rd season,Episode 14 Season 33,,,,,,,,,"The first episode of The Simpsons to have all female creative leads is ""You Won't Believe What This Episode Is About – Act Three Will Shock You!""","The first episode of The Simpsons to have all female creative leads was the 14th episode of the 33rd season, which marked a significant milestone in the show's history.",The first episode of The Simpsons to have all female creative leads was Episode 14 of Season 33.,,,,,,,," The first episode of The Simpsons with all female creative leads was ""Marge in Chains"" from season 25, which aired in 2013.","1. The episode ""Marge in Chains"" from season 25 of The Simpsons, aired in 2013, marked the first time all creative leads were female.;2. In 2013, the season 25 episode ""Marge in Chains"" of The Simpsons featured all female creative leads, making it the first such episode.;3. The first Simpsons episode to have all female creative leads was ""Marge in Chains"" from season 25, which was broadcast in 2013.;4. The episode ""Marge in Chains"" from season 25 of The Simpsons, aired in 2013, was the first to have all female creative leads.;5. The year 2013 saw the airing of ""Marge in Chains,"" the first episode of The Simpsons with all female creative leads.",NO;YES;YES;NO;NO,"1. ""The first episode of The Simpsons to have all female creative leads was not 'Marge in Chains' from season 25, which aired in 2013."";2. "" 'Marge in Chains' from season 25, which aired in 2013, was not the first episode of The Simpsons with all female creative leads."";3. ""The first episode of The Simpsons with all female creative leads was not in season 25."";4. ""The first episode of The Simpsons with all female creative leads did not air in 2013."";5. "" 'Marge in Chains' was not the first episode of The Simpsons to have male creative leads.""",NO;NO;NO;NO;YES
15,15,15,339,TEST,What episode of The Simpsons marked the first time a deaf actor was cast on the show?,before 2022,,False,one-hop,never-changing,https://en.wikipedia.org/wiki/The_Sound_of_Bleeding_Gums#:~:text=This%20episode%20marked%20the%20first%20time%20a%20deaf%20actor%20was%20cast%20on%20The%20Simpsons,The Sound of Bleeding Gums,the 17th episode of the 33rd season,Episode 17 Season 33,,,,,,,,,"The episode of The Simpsons titled ""The Sound of Bleeding Gums"" marked the first time a deaf actor was cast on the show, providing representation and inclusivity for the deaf community.",The 17th episode of the 33rd season of The Simpsons marked the first time a deaf actor was cast on the show.,The episode 17 of Season 33 of The Simpsons marked the first time a deaf actor was cast on the show.,,,,,,,," The first time a deaf actor was cast on The Simpsons was in the episode titled ""Homer the Blind"" (Season 10, Episode 16), where Marlee Matlin voiced a character named Sue Sylvester.","1. In the episode titled ""Homer the Blind"" (Season 10, Episode 16), Marlee Matlin, a deaf actor, voiced the character Sue Sylvester, marking the first time a deaf actor was cast on The Simpsons.;2. The Simpsons featured a deaf actor for the first time in the episode ""Homer the Blind"" (Season 10, Episode 16), with Marlee Matlin providing the voice for the character Sue Sylvester.;3. The episode ""Homer the Blind"" (Season 10, Episode 16) of The Simpsons was significant as it was the first time a deaf actor, Marlee Matlin, voiced a character, Sue Sylvester.;4. In the episode ""Homer the Blind"" (Season 10, Episode 16), Marlee Matlin, a deaf actor, made her debut on The Simpsons, voicing the character Sue Sylvester.;5. The Simpsons introduced a deaf actor, Marlee Matlin, in the episode ""Homer the Blind"" (Season 10, Episode 16), where she voiced the character Sue Sylvester, marking a first for the show.",NO;YES;NO;NO;NO,"1. The episode titled ""Homer the Blind"" (Season 10, Episode 16) of The Simpsons did not mark the first time a deaf actor was cast on the show.;2. Marlee Matlin did not voice a character named Sue Sylvester in the first episode where a deaf actor was cast on The Simpsons.;3. The first time a deaf actor was cast on The Simpsons was not in an episode titled ""Homer the Blind"" (Season 10, Episode 16).;4. ""Homer the Blind"" (Season 10, Episode 16) is not the episode where a deaf actor was cast for the first time on The Simpsons.;5. A deaf actor was not cast for the first time on The Simpsons in the role voiced by Marlee Matlin in ""Homer the Blind"" (Season 10, Episode 16).",NO;NO;NO;NO;NO
16,16,16,340,TEST,What was the first film franchise to gross $28 billion?,before 2022,,False,one-hop,never-changing,https://en.wikipedia.org/wiki/2022_in_film#:~:text=The%20Marvel%20Cinematic%20Universe%20became%20the%20first%20film%20franchise%20to%20gross%20%2426%20billion%2C%20%2427%20billion%2C%20and%20%2428%20billion%20with%20the%20releases%20of%20Doctor%20Strange%20in%20the%20Multiverse%20of%20Madness%2C%20Thor%3A%20Love%20and%20Thunder%2C%20and%20Black%20Panther%3A%20Wakanda%20Forever.,Marvel Cinematic Universe,,,,,,,,,,,"The Marvel Cinematic Universe was the first film franchise to gross $28 billion, making it a groundbreaking achievement in the world of cinema.",,,,,,,,,, The Marvel Cinematic Universe became the first film franchise to gross over $28 billion worldwide.,"1. The Marvel Cinematic Universe was the initial film series to surpass $28 billion in global box office earnings.;2. Over $28 billion was amassed by the Marvel Cinematic Universe as the first film franchise in worldwide box office collections.;3. The Marvel Cinematic Universe stands as the first film franchise to generate over $28 billion at the global box office.;4. The Marvel Cinematic Universe's box office earnings exceeded $28 billion, making it the first film franchise to do so worldwide.;5. The Marvel Cinematic Universe's global box office takings reached an unprecedented $28 billion, making it the first film franchise to achieve this milestone.",YES;YES;YES;YES;YES,1. The Marvel Cinematic Universe is not the first film franchise to gross over $28 billion worldwide.;2. Over $28 billion was not grossed by the Marvel Cinematic Universe as the first film franchise.;3. The Marvel Cinematic Universe did not become the first film franchise to gross more than $28 billion worldwide.;4. $28 billion was not grossed by the Marvel Cinematic Universe as the initial film franchise.;5. The Marvel Cinematic Universe was not the initial film franchise to gross over $28 billion worldwide.,YES;NO;NO;NO;YES
17,17,17,341,TEST,Who was the first African American woman to appear on a quarter in the United States?,before 2022,,False,one-hop,never-changing,https://en.wikipedia.org/wiki/Maya_Angelou#:~:text=She%20is%20the%20first%20Black%20woman%20to%20be%20depicted%20on%20a%20quarter.,Maya Angelou,,,,,,,,,,,Maya Angelou was the first African American woman to appear on a quarter in the United States.,,,,,,,,,," Wilma Rudolph, an Olympic gold medalist in track and field, was the first African American woman to appear on a U.S. quarter, as depicted on the 2018 commemorative coin.","1. Wilma Rudolph, an Olympic gold medalist in track and field, was the first African American woman to be depicted on a U.S. quarter in 2018.;2. The first African American woman to be featured on a U.S. quarter was Wilma Rudolph, a renowned Olympic gold medalist in track and field, as shown on the 2018 commemorative coin.;3. In 2018, a U.S. quarter was introduced with Wilma Rudolph, an Olympic gold medalist in track and field, as the first African American woman to be represented on it.;4. Wilma Rudolph, an accomplished Olympic gold medalist in track and field, was the first African American woman to be honored by appearing on a U.S. quarter in 2018.;5. The 2018 commemorative U.S. quarter showcased Wilma Rudolph, an Olympic gold medalist in track and field, as the first African American woman to be portrayed on it.",NO;YES;YES;NO;YES,1. Wilma Rudolph was not the first African American woman to appear on a U.S. quarter.;2. The first African American woman to appear on a U.S. quarter is not Wilma Rudolph.;3. Wilma Rudolph did not depict the first African American woman on a U.S. quarter.;4. The 2018 commemorative coin did not feature Wilma Rudolph as the first African American woman on a U.S. quarter.;5. A U.S. quarter did not first feature Wilma Rudolph as the first African American woman.,NO;NO;NO;NO;NO
18,18,18,342,TEST,How old was the youngest passenger on board the Titanic?,before 2022,,False,multi-hop,never-changing,https://en.wikipedia.org/wiki/Millvina_Dean#:~:text=At%20two%20months%20old%2C%20she%20was%20also%20the%20youngest%20passenger%20aboard.,two months old,nine weeks old,72 days old,,,,,,,,,The youngest passenger on board the Titanic was two months old at the time of the voyage.,The youngest passenger on board the Titanic was only nine weeks old at the time of the voyage.,The youngest passenger on board the Titanic was 72 days old at the time of the voyage.,,,,,,,," The youngest passenger on the Titanic was 2.5 months old, named Millvina Dean.","1. Millvina Dean, who was only 2.5 months old, was the youngest passenger aboard the Titanic.;2. The youngest traveler on the Titanic was a 2.5-month-old infant named Millvina Dean.;3. Millvina Dean, at the tender age of 2.5 months, was the youngest passenger on the ill-fated Titanic.;4. The youngest passenger on the Titanic was a mere 2.5 months old, with Millvina Dean holding that title.;5. Millvina Dean, at just 2.5 months old, was the youngest passenger on the tragic voyage of the Titanic.",YES;YES;YES;YES;YES,1. The youngest passenger on the Titanic was not 2.5 months old.;2. Millvina Dean was not the youngest passenger on the Titanic.;3. The Titanic did not have a 2.5-month-old passenger named Millvina Dean as the youngest.;4. Millvina Dean was older than 2.5 months old when she was on the Titanic.;5. The youngest passenger on the Titanic was older than Millvina Dean.,NO;YES;NO;YES;NO
19,19,19,343,TEST,Which country hosts the most matches at the FIFA World Cup 2026?,before 2022,,False,multi-hop,never-changing,https://www.goal.com/en-us/news/world-cup-2026-fifa-104-game-format-usa-canada-mexico-three-team-groups-scrapped/blt7f41cb1de2aa37c4#:~:text=with%20the%20U.S.%20initially%20down%20for%2060%20matches%20while%20Canada%20and%20Mexico%20were%20due%20to%20stage%2010%20apiece,the USA,USA,the United States,United States,U.S.,the U.S.,the US,,,,,The USA will host the most matches at the FIFA World Cup 2026.,The USA will host the most matches at the FIFA World Cup 2026.,The United States will host the most matches at the FIFA World Cup 2026.,The United States will host the most matches at the FIFA World Cup 2026.,The U.S. will host the most matches at the FIFA World Cup 2026.,The U.S. will host the most matches at the FIFA World Cup 2026.,The US will host the most matches at the FIFA World Cup 2026.,,,," The United States, Mexico, and Canada will jointly host the most matches at the FIFA World Cup 2026.","1. The United States, Mexico, and Canada will be the countries hosting the highest number of matches at the FIFA World Cup 2026.;2. At the FIFA World Cup 2026, the United States, Mexico, and Canada will jointly host the most games.;3. The FIFA World Cup 2026 will see the United States, Mexico, and Canada hosting the majority of the matches.;4. The United States, Mexico, and Canada will be the countries with the most FIFA World Cup 2026 matches under their jurisdiction.;5. The United States, Mexico, and Canada will be the countries hosting the most FIFA World Cup 2026 fixtures.",NO;YES;YES;NO;NO,"1. The FIFA World Cup 2026 will not be hosted by a single country.;2. The United States, Mexico, and Canada will not jointly host the fewest matches at the FIFA World Cup 2026.;3. A different country will host the most matches at the FIFA World Cup 2026.;4. The FIFA World Cup 2026 will not be hosted by the United States, Mexico, and Canada exclusively.;5. At least one other country will host more matches at the FIFA World Cup 2026 than the United States, Mexico, and Canada.",YES;YES;NOT SURE;NO;YES
20,20,20,344,TEST,Who is the last player to win the Ballon D'or before the Messi–Ronaldo dominance of the award?,before 2022,,False,multi-hop,never-changing,"https://en.wikipedia.org/wiki/Ballon_d%27Or#Winners:~:text=121-,2007,Kak%C3%A1,-AC%20Milan",Kaka,Kaká,Ricardo Kaka,Ricardo Kaká,Ricardo Izecson dos Santos Leite,,,,,,,Kaka is the last player to win the Ballon D'or before the Messi-Ronaldo dominance of the award.,Kaká is the last player to win the Ballon D'or before the Messi-Ronaldo dominance of the award began.,Ricardo Kaka is the last player to win the Ballon D'or before the Messi-Ronaldo dominance of the award.,Ricardo Kaká is the last player to win the Ballon D'or before the Messi-Ronaldo dominance of the award began.,"Ricardo Izecson dos Santos Leite, also known as Kaka, is the last player to win the Ballon D'or before the Messi-Ronaldo dominance of the award.",,,,,, The last player to win the Ballon d'Or before the Messi-Ronaldo dominance was Luka Modric in 2018.,"1. Luka Modric was the last player to claim the Ballon d'Or before the Messi-Ronaldo era.;2. The Ballon d'Or was last won by Luka Modric prior to the Messi-Ronaldo dominance.;3. The last player to win the prestigious Ballon d'Or before Messi and Ronaldo's reign was Luka Modric in 2018.;4. Luka Modric secured the Ballon d'Or in 2018, marking the last time a player other than Messi or Ronaldo won the award.;5. The Ballon d'Or was last awarded to Luka Modric in 2018, signifying the end of the era before Messi and Ronaldo's consistent wins.",YES;YES;YES;NO;YES,1. Luka Modric was not the last player to win the Ballon d'Or before the Messi-Ronaldo dominance.;2. The Ballon d'Or was not won by Luka Modric in 2018 as the last player before the Messi-Ronaldo dominance.;3. The Messi-Ronaldo dominance of the Ballon d'Or started before Luka Modric won the award in 2018.;4. The year 2018 did not mark the last time a player other than Messi or Ronaldo won the Ballon d'Or.;5. Luka Modric did not win the Ballon d'Or as the first player after the Messi-Ronaldo dominance started.,YES;NO;YES;YES;NO
21,21,21,345,TEST,Who was the only student author of the paper that introduced the LSTM neural network architecture?,before 2022,,False,multi-hop,never-changing,http://www.bioinf.jku.at/publications/older/2604.pdf,Sepp Hochreiter,"Josef ""Sepp"" Hochreiter",Hochreiter,,,,,,,,,Sepp Hochreiter was the only student author of the paper that introduced the LSTM neural network architecture.,"Josef ""Sepp"" Hochreiter was the only student author of the paper that introduced the LSTM neural network architecture.",Hochreiter was the only student author of the paper that introduced the LSTM neural network architecture.,,,,,,,," The only student author of the paper that introduced the LSTM neural network architecture was Sepp Hochreiter, who was a PhD student at the University of Edinburgh at the time.","1. Sepp Hochreiter, a PhD student at the University of Edinburgh, was the sole student author of the paper that presented the LSTM neural network architecture.;2. The paper that introduced the LSTM neural network architecture had a single student author, Sepp Hochreiter, who was pursuing his PhD at the University of Edinburgh.;3. At the University of Edinburgh, Sepp Hochreiter, a PhD student, was the lone student author of the paper that unveiled the LSTM neural network architecture.;4. The LSTM neural network architecture was first introduced in a paper authored by Sepp Hochreiter, who was a student at the University of Edinburgh at the time.;5. Sepp Hochreiter, a student at the University of Edinburgh, was the only student among the authors of the paper that introduced the LSTM neural network architecture.",NO;YES;NO;YES;NO,"1. Sepp Hochreiter was not the only student author of the paper that introduced the LSTM neural network architecture.;2. The paper that introduced the LSTM neural network architecture did not have Sepp Hochreiter, a PhD student at the University of Edinburgh, as the only student author.;3. There was another student author, in addition to Sepp Hochreiter, of the paper that introduced the LSTM neural network architecture.;4. Sepp Hochreiter was not the only student involved in the creation of the paper that introduced the LSTM neural network architecture.;5. The paper that introduced the LSTM neural network architecture was not authored solely by Sepp Hochreiter, who was a PhD student at the University of Edinburgh at the time.",YES;YES;YES;YES;NO
