,Unnamed: 0,Questions,Answers,extended_answer,base_response,generated_samples,selfcheck_score
10,10,"Who had the best singles ranking, Roberta Vinci or Jorge Lozano?",Roberta Vinci,Roberta Vinci had the best singles ranking between her and Jorge Lozano.,"Roberta Vinci reached a career-high singles ranking of world No. 11, while Jorge Lozano was a doubles specialist and did not have a singles ranking.","Roberta Vinci reached a career-high singles ranking of world No. 11, while Jorge Lozano was a doubles specialist and did not have a singles ranking.;Roberta Vinci reached a career-high singles ranking of world No. 11, while Jorge Lozano was a doubles specialist and did not have a singles ranking.;Roberta Vinci reached a career-high singles ranking of world No. 11, while Jorge Lozano was a doubles specialist and did not have a singles ranking.;Roberta Vinci reached a career-high singles ranking of world No. 11, while Jorge Lozano was a doubles specialist and did not have a singles ranking.;Roberta Vinci reached a career-high singles ranking of world No. 11, while Jorge Lozano was a doubles specialist and did not have a singles ranking.;Roberta Vinci reached a career-high singles ranking of world No. 11, while Jorge Lozano was a doubles specialist and did not have a singles ranking.;Roberta Vinci reached a career-high singles ranking of world No. 11, while Jorge Lozano was a doubles specialist and did not have a singles ranking.;Roberta Vinci reached a career-high singles ranking of world No. 11, while Jorge Lozano was a doubles specialist and did not have a singles ranking.;Roberta Vinci reached a career-high singles ranking of world No. 11, while Jorge Lozano was a doubles specialist and did not have a singles ranking.;Roberta Vinci reached a career-high singles ranking of world No. 11, while Jorge Lozano was a doubles specialist and did not have a singles ranking.",0.0
11,11,"Which song was behind the third single on the album  ""A Lot About Livin' (And a Little 'bout Love)"" for two weeks on the country charts?","""We'll Burn That Bridge""","The song ""We'll Burn That Bridge"" was behind the third single on the album ""A Lot About Livin' (And a Little 'bout Love)"" for two weeks on the country charts.","The song ""A Little About Livin'"" was behind the third single on the album ""A Lot About Livin' (And a Little 'bout Love)"" for two weeks on the country charts.","The song ""A Lot About Livin' (And a Little 'bout Love)"" was the third single on the album ""A Lot About Livin' (And a Little 'bout Love)"" and spent two weeks at number one on the country charts.;The song ""A Lot About Livin' (And a Little 'bout Love)"" was the third single on the album ""A Lot About Livin' (And a Little 'bout Love)"" and spent two weeks at number one on the country charts.;The song ""A Lot About Livin' (And a Little 'bout Love)"" was the third single on the album ""A Lot About Livin' (And a Little 'bout Love)"" and spent two weeks at number one on the country charts.;The song ""A Little About Livin'"" was behind the third single on the album ""A Lot About Livin' (And a Little 'bout Love)"" for two weeks on the country charts.;The song ""A Lot About Livin' (And a Little 'bout Love)"" was the third single on the album ""A Lot About Livin' (And a Little 'bout Love)"" and spent two weeks at number one on the country charts.;The song ""A Lot About Livin' (And a Little 'bout Love)"" was the third single on the album ""A Lot About Livin' (And a Little 'bout Love)"" and spent two weeks at number one on the country charts.;The song ""A Lot About Livin' (And a Little 'bout Love)"" was the third single on the album ""A Lot About Livin' (And a Little 'bout Love)"" and spent two weeks at number one on the country charts.;The song ""A Lot About Livin' (And a Little 'bout Love)"" was the third single on the album ""A Lot About Livin' (And a Little 'bout Love)"" and spent two weeks at number one on the country charts.;The song ""A Little About Livin'"" was behind the third single on the album ""A Lot About Livin' (And a Little 'bout Love)"" for two weeks on the country charts.;The song ""A Little About Livin'"" was behind the third single on the album ""A Lot About Livin' (And a Little 'bout Love)"" for two weeks on the country charts.",0.7
12,12,"Which came out first, Dinosaur or McFarland, USA",Dinosaur,"Dinosaur came out first before McFarland, USA.","Dinosaurs, as a group, have been on Earth for over 230 million years, with the first dinosaurs appearing during the Middle to Late Triassic period, while McFarland, USA, a Disney movie, was released in 2013.","Dinosaurs, as a group, have been on Earth for over 230 million years, with the first dinosaurs appearing during the Middle to Late Triassic period, while McFarland, USA, a Disney movie, was released in 2013.;Dinosaurs, as a group, have been on Earth for over 230 million years, with the first dinosaurs appearing during the Middle to Late Triassic period, while McFarland, USA, a Disney movie, was released in 2013.;Dinosaurs, as a group, have been on Earth for over 230 million years, with the first dinosaurs appearing during the Middle to Late Triassic period, while McFarland, USA, a Disney movie, was released in 2013.;Dinosaurs, as a group, have been around for over 230 million years, with the first dinosaurs appearing during the Middle to Late Triassic period, while McFarland, USA, a Disney movie, was released in 2013.;Dinosaurs, as a group, have been on Earth for over 230 million years, with the first dinosaurs appearing during the Middle to Late Triassic period, while McFarland, USA, a Disney movie, was released in 2013.;Dinosaurs, as a group, have been around for over 230 million years, with the first dinosaurs appearing during the Middle to Late Triassic period, while McFarland, USA, a Disney movie, was released in 2013.;Dinosaurs, as a group, have been on Earth for over 230 million years, with the first dinosaurs appearing during the Middle to Late Triassic period, while McFarland, USA, a Disney movie, was released in 2013.;Dinosaurs, as a group, have been on Earth for over 230 million years, with the first dinosaurs appearing during the Middle to Late Triassic period, while McFarland, USA, a Disney movie, was released in 2013.;Dinosaurs, as a group, have been around for over 230 million years, with the first dinosaurs appearing during the Middle to Late Triassic period, while McFarland, USA, a Disney movie, was released in 2013.;Dinosaurs, as a group, have been on Earth for over 230 million years, with the first dinosaurs appearing during the Middle to Late Triassic period, while McFarland, USA, a Disney movie, was released in 2013.",1.0
13,13,Both Bishop Carroll Catholic High School and Kapaun Mt. Carmel Catholic High School are located in which city in Kansas?,Wichita,"Both Bishop Carroll Catholic High School and Kapaun Mt. Carmel Catholic High School are located in Wichita, Kansas.","The two Catholic high schools, Bishop Carroll Catholic High School and Kapaun Mt. Carmel Catholic High School, are located in Wichita, Kansas.","Both Bishop Carroll Catholic High School and Kapaun Mt. Carmel Catholic High School are located in Wichita, Kansas.;Both Bishop Carroll Catholic High School and Kapaun Mt. Carmel Catholic High School are located in Wichita, Kansas.;Both Bishop Carroll Catholic High School and Kapaun Mt. Carmel Catholic High School are located in Wichita, Kansas.;The two Catholic high schools, Bishop Carroll Catholic High School and Kapaun Mt. Carmel Catholic High School, are located in Wichita, Kansas.;The two Catholic high schools, Bishop Carroll Catholic High School and Kapaun Mt. Carmel Catholic High School, are located in Wichita, Kansas.;Both Bishop Carroll Catholic High School and Kapaun Mt. Carmel Catholic High School are located in Wichita, Kansas.;The two Catholic high schools, Bishop Carroll Catholic High School and Kapaun Mt. Carmel Catholic High School, are located in Wichita, Kansas.;Both Bishop Carroll Catholic High School and Kapaun Mt. Carmel Catholic High School are located in Wichita, Kansas.;Both Bishop Carroll Catholic High School and Kapaun Mt. Carmel Catholic High School are located in Wichita, Kansas.;The two Catholic high schools, Bishop Carroll Catholic High School and Kapaun Mt. Carmel Catholic High School, are located in Wichita, Kansas.",0.0
14,14,The Memphis Hustle are based in a suburb of a city with a population of what in 2010?,"48,982","The Memphis Hustle are based in a suburb of a city with a population of 48,982 in 2010.","The Memphis Hustle are based in Southaven, Mississippi, a suburb of Memphis, Tennessee, which had a population of approximately 50,654 in 2010.","The Memphis Hustle are based in Southaven, Mississippi, a suburb of Memphis, Tennessee, which had a population of approximately 50,615 in 2010.;The Memphis Hustle are based in Southaven, Mississippi, a suburb of Memphis, Tennessee, which had a population of approximately 50,615 in 2010.;The Memphis Hustle are based in Southaven, Mississippi, a suburb of Memphis, Tennessee, which had a population of approximately 50,654 in 2010.;The Memphis Hustle are based in Southaven, Mississippi, a suburb of Memphis, Tennessee, which had a population of approximately 50,654 in 2010.;The Memphis Hustle are based in Southaven, Mississippi, a suburb of Memphis, Tennessee, which had a population of approximately 50,654 in 2010.;The Memphis Hustle are based in Southaven, Mississippi, a suburb of Memphis, Tennessee, which had a population of approximately 50,615 in 2010.;The Memphis Hustle are based in Southaven, Mississippi, a suburb of Memphis, Tennessee, which had a population of approximately 50,615 in 2010.;The Memphis Hustle are based in Southaven, Mississippi, a suburb of Memphis, Tennessee, which had a population of approximately 50,615 in 2010.;The Memphis Hustle are based in Southaven, Mississippi, a suburb of Memphis, Tennessee, which had a population of approximately 50,615 in 2010.;The Memphis Hustle are based in Southaven, Mississippi, a suburb of Memphis, Tennessee, which had a population of approximately 50,654 in 2010.",0.6
15,15,Are both Dafeng District and Dazhou located in the same province?,no,"No, both Dafeng District and Dazhou are not located in the same province.","Dafeng District is located in Yancheng City, Jiangsu Province, while Dazhou is a prefecture-level city in Sichuan Province, so they are not located in the same province.","Dafeng District is located in Yancheng City, Jiangsu Province, while Dazhou is a prefecture-level city in Sichuan Province, so they are not located in the same province.;Dafeng District is located in Yancheng City, Jiangsu Province, while Dazhou is a prefecture-level city in Sichuan Province, so they are not located in the same province.;Dafeng District is located in Yancheng City, Jiangsu Province, while Dazhou is a prefecture-level city in Sichuan Province, so they are not located in the same province.;Dafeng District is located in Yancheng City, Jiangsu Province, while Dazhou is a prefecture-level city in Sichuan Province, so they are not located in the same province.;Dafeng District is located in Yancheng City, Jiangsu Province, while Dazhou is a prefecture-level city in Sichuan Province, so they are not located in the same province.;Dafeng District is located in Yancheng City, Jiangsu Province, while Dazhou is a prefecture-level city in Sichuan Province, which are two separate provinces in China.;Dafeng District is located in Yancheng City, Jiangsu Province, while Dazhou is a prefecture-level city in Sichuan Province, so they are not located in the same province.;Dafeng District is located in Yancheng City, Jiangsu Province, while Dazhou is a prefecture-level city in Sichuan Province, so they are not located in the same province.;Dafeng District is located in Yancheng City, Jiangsu Province, while Dazhou is a prefecture-level city in Sichuan Province, so they are not located in the same province.;Dafeng District is located in Yancheng City, Jiangsu Province, while Dazhou is a prefecture-level city in Sichuan Province, so they are not located in the same province.",0.05
16,16,"What material did a hairdresser from Yorkshire, England invent that was named by his granddaughter?",Starlite,"A hairdresser from Yorkshire, England invented a material called Starlite, which was named by his granddaughter.","Nailene, a type of false eyelash adhesive, was invented by a hairdresser from Yorkshire, England, and was named by his granddaughter.","Nailene, a type of false eyelash, was invented by a hairdresser from Yorkshire, England, and was named by his granddaughter.;Nailene, a type of false eyelash adhesive, was invented by a hairdresser from Yorkshire, England, and was named by his granddaughter.;Nailene, a type of false eyelash adhesive, was invented by a hairdresser from Yorkshire, England, and was named by his granddaughter.;Nailene, a type of false eyelash, was invented by a hairdresser from Yorkshire, England, and was named by his granddaughter, who was inspired by the word ""nail"" and ""lene"" from the French word ""linen"".;Nailene, a type of false eyelash, was invented by a hairdresser from Yorkshire, England, and was named by his granddaughter.;Nailene, a type of false eyelash, was invented by a hairdresser from Yorkshire, England, and was named by his granddaughter.;Nailene, a type of false eyelash, was invented by a hairdresser from Yorkshire, England, and was named by his granddaughter.;Nailene, a type of false eyelash, was invented by a hairdresser from Yorkshire, England, and was named by his granddaughter, who was inspired by the word ""nail"" and ""lene"" from the French word ""linen"".;Nailene, a type of false eyelash, was invented by a hairdresser from Yorkshire, England, and was named by his granddaughter.;Nailene, a type of false eyelash adhesive, was invented by a hairdresser from Yorkshire, England, and was named by his granddaughter.",0.7
17,17,One Raffles Place is one of the tallest skyscrapers in the city of Singapore and tallest in the wolrd outside North America until it was succeeded by a Building in city?,Hong Kong,One Raffles Place is one of the tallest skyscrapers in the city of Singapore and tallest in the world outside North America until it was succeeded by a building in Hong Kong.,"One Raffles Place held the title of the tallest skyscraper in the world outside North America until it was surpassed by the Petronas Twin Towers in Kuala Lumpur, Malaysia in 1998.","One Raffles Place held the title of the tallest skyscraper in the world outside North America until it was surpassed by the Petronas Twin Towers in Kuala Lumpur, Malaysia in 1998.;One Raffles Place held the title of the tallest skyscraper in the world outside North America until it was surpassed by the Petronas Twin Towers in Kuala Lumpur, Malaysia in 1998.;One Raffles Place held the title of the tallest skyscraper in the world outside North America until it was surpassed by the Petronas Twin Towers in Kuala Lumpur, Malaysia in 1998.;One Raffles Place held the title of the tallest skyscraper in the world outside North America until it was surpassed by the Petronas Twin Towers in Kuala Lumpur, Malaysia in 1998.;One Raffles Place held the title of the tallest skyscraper in the world outside North America until it was surpassed by the Petronas Twin Towers in Kuala Lumpur, Malaysia in 1998.;One Raffles Place held the title of the tallest skyscraper in the world outside North America until it was surpassed by the Petronas Twin Towers in Kuala Lumpur, Malaysia in 1998.;One Raffles Place held the title of the tallest skyscraper in the world outside North America until it was surpassed by the Petronas Twin Towers in Kuala Lumpur, Malaysia in 1998.;One Raffles Place held the title of the tallest skyscraper in the world outside North America until it was surpassed by the Petronas Twin Towers in Kuala Lumpur, Malaysia in 1998.;One Raffles Place held the title of the tallest skyscraper in the world outside North America until it was surpassed by the Petronas Twin Towers in Kuala Lumpur, Malaysia in 1998.;One Raffles Place held the title of the tallest skyscraper in the world outside North America until it was surpassed by the Petronas Twin Towers in Kuala Lumpur, Malaysia in 1998.",0.0
18,18,The Kansas City Wizards have had three home venues in Kansas City in their time.  Which was their first?,Arrowhead Stadium,The Kansas City Wizards' first home venue in Kansas City was Arrowhead Stadium.,"The Kansas City Wizards' first home venue was Arrowhead Stadium, which they used from 1996 to 1997 before moving to their second home, Rockhurst University, for the 1998 season.","The Kansas City Wizards' first home venue was Arrowhead Stadium, which they used from 1996 to 1997 before moving to their second home, Rockhurst University, for the 1998 season.;The Kansas City Wizards' first home venue was Arrowhead Stadium, which they used from 1996 to 1997 before moving to their second home, Rockhurst University, for the 1998 season.;The Kansas City Wizards' first home venue was Arrowhead Stadium, which they used from 1996 to 1997 before moving to their second home, Rockhurst University, for the 1998 season.;The Kansas City Wizards' first home venue was Arrowhead Stadium, which they used from 1996 to 1997 before moving to their second home, Rockhurst University, for the 1998 season.;The Kansas City Wizards' first home venue was Arrowhead Stadium, which they used from 1996 to 1997 before moving to their second home, Rockhurst University, for the 1998 season.;The Kansas City Wizards' first home venue was Arrowhead Stadium, which they used from 1996 to 1997 before moving to their second home, Rockhurst University, for the 1998 season.;The Kansas City Wizards' first home venue was Arrowhead Stadium, which they used from 1996 to 1997 before moving to their second home, Rockhurst University, for the 1998 season.;The Kansas City Wizards' first home venue was Arrowhead Stadium, which they used from 1996 to 1997 before moving to their second home, Rockhurst University, for the 1998 season.;The Kansas City Wizards' first home venue was Arrowhead Stadium, which they used from 1996 to 1997 before moving to their second home, Rockhurst University, for the 1998 season.;The Kansas City Wizards' first home venue was Arrowhead Stadium, which they used from 1996 to 1997 before moving to their second home, Rockhurst University, for the 1998 season.",0.0
19,19,Salisbury Woodland Gardens links a zoo with a park designed and built under the watchful eye of who?,Thomas Mawson,"Salisbury Woodland Gardens, which links a zoo with a park, was designed and built under the watchful eye of Thomas Mawson.","Salisbury Woodland Gardens links a zoo with a park designed and built under the watchful eye of Sir Robert McAlpine, a British construction company.","Salisbury Woodland Gardens links a zoo with a park designed and built under the watchful eye of Sir Robert McAlpine, a British construction company.;Salisbury Woodland Gardens links a zoo with a park designed and built under the watchful eye of Sir Robert McAlpine, a renowned British engineer and landscape architect.;Salisbury Woodland Gardens links a zoo with a park designed and built under the watchful eye of Sir Robert McAlpine, a British construction company.;Salisbury Woodland Gardens links a zoo with a park designed and built under the watchful eye of Sir Robert McAlpine, a renowned British engineer and landscape architect.;Salisbury Woodland Gardens links a zoo with a park designed and built under the watchful eye of Sir Robert McAlpine, a renowned British engineer and landscape architect.;Salisbury Woodland Gardens links a zoo with a park designed and built under the watchful eye of Sir Robert McAlpine, a renowned British engineer and landscape architect.;Salisbury Woodland Gardens links a zoo with a park designed and built under the watchful eye of Sir Robert McAlpine, a British construction company.;Salisbury Woodland Gardens links a zoo with a park designed and built under the watchful eye of Sir Robert McAlpine, a British construction company.;Salisbury Woodland Gardens links a zoo with a park designed and built under the watchful eye of Sir Robert McAlpine, a British construction company.;Salisbury Woodland Gardens links a zoo with a park designed and built under the watchful eye of Sir Robert McAlpine, a British construction company.",0.6
20,20,Jamie Harris is best known for his role as The Hook-Handed Man in a movie directed by who ?,Brad Silberling,Jamie Harris is best known for his role as The Hook-Handed Man in a movie directed by Brad Silberling.,"Jamie Harris is best known for his role as The Hook-Handed Man in the 2003 movie ""Big Fish"", directed by Tim Burton.","Jamie Harris is best known for his role as The Hook-Handed Man in the 2003 movie ""Big Fish"", directed by Tim Burton.;Jamie Harris is best known for his role as The Hook-Handed Man in the 2003 movie ""Big Fish"", directed by Tim Burton.;Jamie Harris is best known for his role as The Hook-Handed Man in the 2003 movie ""Big Fish"", directed by Tim Burton.;Jamie Harris is best known for his role as The Hook-Handed Man in the 2003 movie ""Big Fish"", directed by Tim Burton.;Jamie Harris is best known for his role as The Hook-Handed Man in the 2003 movie ""Big Fish"", directed by Tim Burton.;Jamie Harris is best known for his role as The Hook-Handed Man in the 2003 movie ""Big Fish"", directed by Tim Burton.;Jamie Harris is best known for his role as The Hook-Handed Man in the 2003 movie ""Big Fish"", directed by Tim Burton.;Jamie Harris is best known for his role as The Hook-Handed Man in the 2003 movie ""Big Fish"", directed by Tim Burton.;Jamie Harris is best known for his role as The Hook-Handed Man in the 2003 movie ""Big Fish"", directed by Tim Burton.;Jamie Harris is best known for his role as The Hook-Handed Man in the 2003 movie ""Big Fish"", directed by Tim Burton.",0.0
21,21,"Marion Greene was a health policy analyst for St. Judt Medical company, which had how many principal operations worldwide?",20,"Marion Greene was a health policy analyst for St. Judt Medical company, which had 20 principal operations worldwide.","St. Jude Medical, a medical device company, had principal operations in over 100 countries worldwide, with a significant presence in North America, Europe, Asia, and Latin America.","St. Jude Medical, a medical device company, had principal operations in over 100 countries worldwide, with a significant presence in North America, Europe, Asia, and Latin America.;St. Jude Medical, a medical device company, had principal operations in over 100 countries worldwide, with a significant presence in North America, Europe, Asia, and Latin America.;St. Jude Medical, a medical device company, had principal operations in over 100 countries worldwide, with a significant presence in North America, Europe, Asia, and Latin America.;St. Jude Medical, a medical device company, had principal operations in over 100 countries worldwide, with a significant presence in North America, Europe, Asia, and Latin America.;St. Jude Medical, a medical device company, had principal operations in over 100 countries worldwide, with a significant presence in North America, Europe, Asia, and Latin America.;St. Jude Medical, a medical device company, had principal operations in over 100 countries worldwide, with a significant presence in North America, Europe, Asia, and Latin America.;St. Jude Medical, a medical device company, had principal operations in over 100 countries worldwide, with a significant presence in North America, Europe, Asia, and Latin America.;St. Jude Medical, a medical device company, had principal operations in over 100 countries worldwide, with a significant presence in North America, Europe, Asia, and Latin America.;St. Jude Medical, a medical device company, had principal operations in over 100 countries worldwide, with a significant presence in North America, Europe, Asia, and Latin America.;St. Jude Medical, a medical device company, had principal operations in over 100 countries worldwide, with a significant presence in North America, Europe, Asia, and Latin America.",0.0
22,22,Which Genus has more species Eucryphia or Lepidozamia ?,Eucryphia,Eucryphia is the genus that has more species compared to Lepidozamia.,"The genus Eucryphia has around 30-40 species, whereas the genus Lepidozamia has only 6 species, making Eucryphia the genus with more species.","The genus Eucryphia has around 30-40 species, whereas the genus Lepidozamia has only 6 species, making Eucryphia the genus with more species.;The genus Eucryphia has approximately 30-40 species, whereas the genus Lepidozamia has only 2-3 species, making Eucryphia the genus with significantly more species.;The genus Eucryphia has around 30-40 species, whereas the genus Lepidozamia has only 2 species, making Eucryphia the genus with significantly more species.;The genus Eucryphia has around 30-40 species, whereas the genus Lepidozamia has only 2 species, making Eucryphia the genus with significantly more species.;The genus Eucryphia has approximately 30-40 species, whereas Lepidozamia has only 2 species, making Eucryphia the genus with significantly more species.;The genus Eucryphia has around 30-40 species, whereas the genus Lepidozamia has only 2 species, making Eucryphia the genus with significantly more species.;The genus Eucryphia has around 30-40 species, whereas Lepidozamia has only 2 species, making Eucryphia the genus with significantly more species.;The genus Eucryphia has approximately 30-40 species, whereas the genus Lepidozamia has only 6 species, making Eucryphia the genus with more species.;The genus Eucryphia has approximately 30-40 species, whereas the genus Lepidozamia has only 2 species, making Eucryphia the genus with significantly more species.;The genus Eucryphia has around 30-40 species, whereas the genus Lepidozamia has only 6 species, making Eucryphia the genus with more species.",0.4
