,Unnamed: 0,Questions,Answers,extended_answer,base_response,synonyms,synonym_responses,antonyms,antonym_responses
458,458,Which U.S. State contains tropical wetlands and Diamondback Airboats?,Florida,Florida is the U.S. State that contains tropical wetlands and Diamondback Airboats.,"Florida is the U.S. state that contains tropical wetlands, specifically the Everglades, and is also home to Diamondback Airboats, which offer guided tours through the wetlands.","1. Florida is the U.S. state that encompasses tropical wetlands, particularly the Everglades, and is also the location of Diamondback Airboats, which provide guided excursions through the wetlands.;2. The U.S. state of Florida is characterized by tropical wetlands, including the Everglades, and is also the site of Diamondback Airboats, which offer guided tours through the wetlands.;3. Florida, a U.S. state, is home to tropical wetlands, including the Everglades, and is also the location of Diamondback Airboats, which provide guided tours through the wetlands.;4. In the United States, Florida is the state that contains tropical wetlands, specifically the Everglades, and is also the location of Diamondback Airboats, which offer guided excursions through the wetlands.;5. Florida, a U.S. state, is distinguished by tropical wetlands, including the Everglades, and is also the site of Diamondback Airboats, which offer guided tours through the wetlands.",YES;YES;YES;YES;YES,"1. Florida is not the U.S. state that contains tropical wetlands.;2. Florida does not contain tropical wetlands, specifically the Everglades.;3. Diamondback Airboats are not found in Florida.;4. Florida is not home to Diamondback Airboats.;5. Florida does not offer guided tours through the wetlands.",NO;NO;NO;NO;NO
459,459,What group of people are described as semi-nomadic and speak the Semitic language ? ,Semitic people,The group of people who are described as semi-nomadic and speak the Semitic language are the Semitic people.,"The group of people described as semi-nomadic and speaking the Semitic language are the Bedouins, who are traditionally found in the Middle East and North Africa.","1. The group of people characterized as semi-nomadic and conversing in the Semitic tongue are the Bedouins, who are typically located in the Middle East and North Africa.;2. The Bedouins, who are known for their semi-nomadic lifestyle and speak the Semitic language, are commonly found in the Middle East and North Africa.;3. The Bedouins, a semi-nomadic group that communicates in the Semitic language, are traditionally situated in the Middle East and North Africa.;4. The semi-nomadic people who speak the Semitic language and are often associated with the Middle East and North Africa are the Bedouins.;5. The Bedouins, who are semi-nomadic and converse in the Semitic language, are typically resident in the Middle East and North Africa.",YES;YES;YES;NO;YES,1. The group of people described as semi-nomadic and speaking the Semitic language are not the Bedouins.;2. The Bedouins are not described as semi-nomadic and speaking the Semitic language.;3. The Bedouins are not traditionally found in the Middle East and North Africa.;4. The group of people described as semi-nomadic and speaking the Semitic language are not traditionally found in the Middle East and North Africa.;5. The Bedouins do not speak the Semitic language.,NO;NO;NO;NO;NO
460,460,What muffler repair shop owner inspired Andrey Zvyagintsev's film Leviathan?,Marvin John Heemeyer,"Marvin John Heemeyer, the muffler repair shop owner, inspired Andrey Zvyagintsev's film Leviathan.","The muffler repair shop owner who inspired Andrey Zvyagintsev's film Leviathan is Mikhail Khodorkovsky, a Russian businessman and former oligarch who was imprisoned on charges of fraud and tax evasion.","1. Mikhail Khodorkovsky, a Russian businessman and former oligarch who was imprisoned on charges of fraud and tax evasion, is the Russian businessman who inspired Andrey Zvyagintsev's film Leviathan.;2. The Russian businessman who was imprisoned on charges of fraud and tax evasion and inspired Andrey Zvyagintsev's film Leviathan is Mikhail Khodorkovsky, a former oligarch.;3. Mikhail Khodorkovsky, a former Russian oligarch imprisoned on charges of fraud and tax evasion, is the real-life figure who inspired Andrey Zvyagintsev's film Leviathan.;4. Andrey Zvyagintsev's film Leviathan was inspired by the story of Mikhail Khodorkovsky, a Russian businessman and former oligarch who was imprisoned on charges of fraud and tax evasion.;5. Mikhail Khodorkovsky, a Russian businessman and former oligarch who was imprisoned on charges of fraud and tax evasion, is the individual who served as the muse for Andrey Zvyagintsev's film Leviathan.",YES;YES;YES;NO;NO,1. The muffler repair shop owner who inspired Andrey Zvyagintsev's film Leviathan is not Mikhail Khodorkovsky.;2. Mikhail Khodorkovsky did not inspire Andrey Zvyagintsev's film Leviathan.;3. The muffler repair shop owner who inspired Andrey Zvyagintsev's film Leviathan is not a Russian businessman and former oligarch who was imprisoned on charges of fraud and tax evasion.;4. Mikhail Khodorkovsky was not a muffler repair shop owner who inspired Andrey Zvyagintsev's film Leviathan.;5. Andrey Zvyagintsev's film Leviathan was not inspired by a muffler repair shop owner.,NO;NO;NO;YES;NO
461,461, What annual event occurs on a property co-founded by an American who was the best-selling recording artist of the 20th century?,San Diego County Fair,"The San Diego County Fair, an annual event, occurs on a property co-founded by an American who was the best-selling recording artist of the 20th century.","The annual Coachella Valley Music and Arts Festival takes place on the Empire Polo Club in Indio, California, a property co-founded by Paul Tollett, who was inspired by the Coachella Valley Music and Arts Festival, which was co-founded by Paul Tollett and Rick Van Santen, the latter being a former employee of the American singer-songwriter Michael Jackson, who was the best-selling recording artist of the 20th century.","1. The annual Coachella Valley Music and Arts Festival unfolds on the Empire Polo Club in Indio, California, a property co-founded by Paul Tollett, who drew inspiration from the Coachella Valley Music and Arts Festival, which was co-founded by Paul Tollett and Rick Van Santen, the latter being a former employee of the American singer-songwriter Michael Jackson, who was the best-selling recording artist of the 20th century.;2. The Coachella Valley Music and Arts Festival, an annual event, takes place on the Empire Polo Club in Indio, California, a property co-founded by Paul Tollett, who was inspired by the Coachella Valley Music and Arts Festival, which was co-founded by Paul Tollett and Rick Van Santen, the latter being a former employee of the American singer-songwriter Michael Jackson, who was the best-selling recording artist of the 20th century.;3. The annual Coachella Valley Music and Arts Festival occurs on the Empire Polo Club in Indio, California, a property co-founded by Paul Tollett, who drew inspiration from the Coachella Valley Music and Arts Festival, which was co-founded by Paul Tollett and Rick Van Santen, the latter being a former employee of the American singer-songwriter Michael Jackson, who was the best-selling recording artist of the 20th century.;4. The Coachella Valley Music and Arts Festival, an annual celebration, takes place on the Empire Polo Club in Indio, California, a property co-founded by Paul Tollett, who was inspired by the Coachella Valley Music and Arts Festival, which was co-founded by Paul Tollett and Rick Van Santen, the latter being a former employee of the American singer-songwriter Michael Jackson, who was the best-selling recording artist of the 20th century.;5. The annual Coachella Valley Music and Arts Festival happens on the Empire Polo Club in Indio, California, a property co-founded by Paul Tollett, who drew inspiration from the Coachella Valley Music and Arts Festival, which was co-founded by Paul Tollett and Rick Van Santen, the latter being a former employee of the American singer-songwriter Michael Jackson, who was the best-selling recording artist of the 20th century.",NO;NO;NO;NO;NO,"1. The annual Coachella Valley Music and Arts Festival does not take place on the Empire Polo Club in Indio, California.;2. The annual Coachella Valley Music and Arts Festival is not held on a property co-founded by an American who was the best-selling recording artist of the 20th century.;3. The Empire Polo Club in Indio, California is not a property co-founded by an American who was the best-selling recording artist of the 20th century.;4. The annual Coachella Valley Music and Arts Festival does not occur on a property co-founded by Paul Tollett.;5. The annual event that occurs on a property co-founded by an American who was the best-selling recording artist of the 20th century is not the Coachella Valley Music and Arts Festival.",NO;NO;NO;NO;NO
462,462,What is the name of the Minahasa journalist and novelist who was active in the colonies incorporated into the Dutch government in 1800?,Frederick D. J. Pangemanann,The name of the Minahasa journalist and novelist who was active in the colonies incorporated into the Dutch government in 1800 is Frederick D. J. Pangemanann.,"The Minahasa journalist and novelist who was active in the colonies incorporated into the Dutch government in 1800 was Dr. Christoffel Samuel Wouterzn, also known as C.S. Wouterzn.","1. Dr. Christoffel Samuel Wouterzn, also known as C.S. Wouterzn, was the renowned Minahasa journalist and novelist who made a significant impact in the Dutch colonies in 1800.;2. The prominent Minahasa journalist and novelist, Dr. Christoffel Samuel Wouterzn, also known as C.S. Wouterzn, was active in the Dutch colonies in 1800.;3. C.S. Wouterzn, a celebrated Minahasa journalist and novelist, was the notable figure who contributed to the Dutch colonies in 1800.;4. Dr. Christoffel Samuel Wouterzn, also known as C.S. Wouterzn, was a distinguished Minahasa journalist and novelist who played a significant role in the Dutch colonies in 1800.;5. C.S. Wouterzn, a notable Minahasa journalist and novelist, was active in the Dutch colonies, specifically in 1800, under the Dutch government.",NO;NO;NO;NO;NO,"1. The Minahasa journalist and novelist who was active in the colonies incorporated into the Dutch government in 1800 was not Dr. Christoffel Samuel Wouterzn, also known as C.S. Wouterzn.;2. Dr. Christoffel Samuel Wouterzn, also known as C.S. Wouterzn, was not the Minahasa journalist and novelist who was active in the colonies incorporated into the Dutch government in 1800.;3. The Minahasa journalist and novelist who was active in the colonies incorporated into the Dutch government in 1800 was someone other than Dr. Christoffel Samuel Wouterzn, also known as C.S. Wouterzn.;4. Dr. Christoffel Samuel Wouterzn, also known as C.S. Wouterzn, was not active in the colonies incorporated into the Dutch government in 1800.;5. The Minahasa journalist and novelist who was active in the colonies incorporated into the Dutch government in 1800 was not known as Dr. Christoffel Samuel Wouterzn, also known as C.S. Wouterzn.",NO;NO;NO;NO;NO
463,463,"Which city has a higher population, Shanghai or Hengyang?",Shanghai,Shanghai has a higher population than Hengyang.,"Shanghai has a significantly higher population than Hengyang, with a population of over 24 million people in the city proper, compared to Hengyang's population of around 700,000 people.","1. Shanghai boasts a substantially larger population than Hengyang, with a staggering 24 million residents within the city limits, whereas Hengyang's population barely reaches 700,000.;2. Hengyang's population pales in comparison to Shanghai's, with the latter hosting a massive 24 million people, whereas the former has a relatively small population of around 700,000.;3. Shanghai's population far surpasses Hengyang's, with a whopping 24 million residents in the city, whereas Hengyang's population is a mere 700,000.;4. Compared to Hengyang's modest population of 700,000, Shanghai's population is enormous, with over 24 million people calling the city home.;5. Shanghai's population dwarfs Hengyang's, with a staggering 24 million residents in the city, whereas Hengyang's population is a relatively small 700,000.",YES;YES;YES;YES;YES,"1. Hengyang has a higher population than Shanghai.;2. Shanghai does not have a significantly higher population than Hengyang.;3. Hengyang's population is not around 700,000 people.;4. Shanghai's population is not over 24 million people in the city proper.;5. Shanghai and Hengyang have roughly the same population.",NO;NO;NO;NO;NO
464,464,"Rosi Golan's songs were featured in commercials for a brand of Artsana, that's been working for over 50 years, and is present in how many countries?",more than 120 countries,"Rosi Golan's songs were featured in commercials for a brand of Artsana, that's been working for over 50 years, and is present in more than 120 countries.","Artsana's brand, Pampers, is present in over 100 countries worldwide.","1. Pampers has a global presence in more than 100 countries across the world.;2. With a history spanning over 50 years, Pampers has successfully expanded to over 100 countries globally.;3. Artsana's renowned brand, Pampers, has been a household name for over 50 years, with a presence in over 100 countries worldwide.;4. Pampers, a well-established brand under Artsana, has been serving customers in over 100 countries for more than five decades.;5. For over 50 years, Pampers, a leading brand of Artsana, has been a global entity, operating in over 100 countries worldwide.",YES;YES;YES;YES;NO,"1. Artsana's brand, Pampers, is not present in over 100 countries worldwide.;2. Pampers is not present in over 100 countries worldwide.;3. Artsana's brand, Pampers, is not present in more than 100 countries worldwide.;4. Pampers is not present in more than 100 countries worldwide.;5. Artsana's brand, Pampers, is present in less than 100 countries worldwide.",NO;NO;NO;NO;NO
465,465,"What American actress starred in the 1996 television film ""Bastard Out of Carolina"" directed by Anjelica Huston?",Jena Malone,"Jena Malone, an American actress, starred in the 1996 television film ""Bastard Out of Carolina"" directed by Anjelica Huston.","Jena Malone played the lead role of Bone Boatwright in the 1996 television film ""Bastard Out of Carolina"" directed by Anjelica Huston.","1. Jena Malone portrayed the lead character Bone Boatwright in the 1996 television film ""Bastard Out of Carolina"" directed by Anjelica Huston.;2. The American actress who played the title role of Bone Boatwright in the 1996 television film ""Bastard Out of Carolina"" was Jena Malone.;3. Jena Malone took on the lead role of Bone Boatwright in the 1996 television film ""Bastard Out of Carolina"" directed by Anjelica Huston.;4. In the 1996 television film ""Bastard Out of Carolina"" directed by Anjelica Huston, Jena Malone starred as the main character Bone Boatwright.;5. Jena Malone played the starring role of Bone Boatwright in the 1996 television film ""Bastard Out of Carolina"" directed by Anjelica Huston.",NO;NO;NO;NO;NO,"1. Jena Malone did not play the lead role of Bone Boatwright in the 1996 television film ""Bastard Out of Carolina"".;2. Jena Malone did not star in the 1996 television film ""Bastard Out of Carolina"".;3. The lead role of Bone Boatwright in the 1996 television film ""Bastard Out of Carolina"" was not played by Jena Malone.;4. Jena Malone was not the lead actress in the 1996 television film ""Bastard Out of Carolina"".;5. Jena Malone did not appear in the 1996 television film ""Bastard Out of Carolina"".",NO;NO;NO;NO;NO
466,466,"Who is older, Lucy Gichuhi or Bob Day?",Bob Day,Bob Day is older than Lucy Gichuhi.,"Lucy Gichuhi, the Australian politician, was born on June 14, 1968, while Bob Day, the Australian politician, was born on November 15, 1947, making Bob Day older than Lucy Gichuhi.","1. Lucy Gichuhi, the Australian politician, was born in 1968, whereas Bob Day, the Australian politician, was born in 1947, rendering Bob Day the elder of the two.;2. Born in 1968, Lucy Gichuhi is younger than Bob Day, who was born in 1947, making him the older of the two Australian politicians.;3. With a birthdate of June 14, 1968, Lucy Gichuhi is junior to Bob Day, who was born on November 15, 1947, making him the older politician.;4. Lucy Gichuhi, born in 1968, is significantly younger than Bob Day, who was born in 1947, making him the elder of the two.;5. Bob Day, born on November 15, 1947, is older than Lucy Gichuhi, who was born on June 14, 1968, as evident from their birthdates.",YES;NO;NO;NO;NO,1. Lucy Gichuhi is not older than Bob Day.;2. Bob Day is not younger than Lucy Gichuhi.;3. Lucy Gichuhi does not make Bob Day older.;4. Bob Day is older than Lucy Gichuhi is false.;5. Lucy Gichuhi is not the younger one.,NO;NO;NO;NO;NO
467,467,"Parafield, South Australia is very near the airport and what campus of the University of South Australia?",Mawson Lakes,"Parafield, South Australia is very near the airport and the Mawson Lakes campus of the University of South Australia.","Parafield, South Australia is located near the Adelaide Airport and the University of South Australia's City West campus.","1. Parafield, South Australia is situated close to the Adelaide Airport and the University of South Australia's City West campus.;2. The suburb of Parafield, South Australia is adjacent to the Adelaide Airport and the University of South Australia's City West campus.;3. Parafield, South Australia is conveniently located near the Adelaide Airport and the University of South Australia's City West campus.;4. Parafield, South Australia is nestled near the Adelaide Airport and the University of South Australia's City West campus.;5. Parafield, South Australia is proximal to the Adelaide Airport and the University of South Australia's City West campus.",YES;YES;YES;YES;YES,"1. Parafield, South Australia is not located near the Adelaide Airport and the University of South Australia's City West campus.;2. The University of South Australia's City West campus is not near the airport and Parafield, South Australia.;3. Parafield, South Australia is not near the airport and the University of South Australia's City West campus.;4. The airport and the University of South Australia's City West campus are not near Parafield, South Australia.;5. Parafield, South Australia is not near the airport, and it is not near the University of South Australia's City West campus.",NO;NO;NO;NO;NO
468,468,"Undiscovered Country is a reference to the concept of the afterlife as the ""undiscovered country"" from which opening phrase of a soliloquy spoken by Prince Hamlet in the so-called ""nunnery scene"" of William Shakespeare's play ""Hamlet""?",To be,"To be or not to be, that is the question.","In the ""nunnery scene"" of William Shakespeare's play ""Hamlet"", Prince Hamlet delivers a soliloquy where he refers to the afterlife as the ""undiscovered country"" from which he has yet to return, expressing his existential angst and uncertainty about the nature of death and the afterlife.","1. In the ""nunnery scene"" of William Shakespeare's play ""Hamlet"", Prince Hamlet delivers a soliloquy where he refers to the afterlife as the ""unknown realm"" from which he has yet to return, expressing his existential angst and uncertainty about the nature of death and the unknown.;2. The ""nunnery scene"" of William Shakespeare's play ""Hamlet"" features a soliloquy by Prince Hamlet, in which he describes the afterlife as the ""unexplored territory"" from which he has yet to return, conveying his sense of unease and confusion about mortality and the afterlife.;3. In the ""nunnery scene"" of William Shakespeare's play ""Hamlet"", Prince Hamlet delivers a soliloquy where he refers to the afterlife as the ""unseen land"" from which he has yet to return, expressing his existential dread and uncertainty about the nature of death and the afterlife.;4. The ""nunnery scene"" of William Shakespeare's play ""Hamlet"" includes a soliloquy by Prince Hamlet, in which he describes the afterlife as the ""unvisited place"" from which he has yet to return, conveying his sense of disquiet and confusion about mortality and the afterlife.;5. In the ""nunnery scene"" of William Shakespeare's play ""Hamlet"", Prince Hamlet delivers a soliloquy where he refers to the afterlife as the ""unseen domain"" from which he has yet to return, expressing his existential anxiety and uncertainty about the nature of death and the afterlife.",NO;NO;NO;NO;NO,"1. In the ""nunnery scene"" of William Shakespeare's play ""Hamlet"", Prince Hamlet does not deliver a soliloquy where he refers to the afterlife as the ""undiscovered country"".;2. The afterlife is not referred to as the ""undiscovered country"" in the ""nunnery scene"" of William Shakespeare's play ""Hamlet"".;3. Prince Hamlet does not express existential angst and uncertainty about the nature of death and the afterlife in the ""nunnery scene"" of William Shakespeare's play ""Hamlet"".;4. The concept of the afterlife is not referred to as the ""undiscovered country"" in the ""nunnery scene"" of William Shakespeare's play ""Hamlet"".;5. Prince Hamlet does not refer to the afterlife as the ""undiscovered country"" from which he has yet to return in the ""nunnery scene"" of William Shakespeare's play ""Hamlet"".",NO;NO;NO;NO;NO
469,469,The winner of the FIA World Endurance Championship in 2013 drove the Toyota TF101 with who?,Mika Salo,"The winner of the FIA World Endurance Championship in 2013 drove the Toyota TF101 with Mika Salo, who was his co-driver.","The winner of the FIA World Endurance Championship in 2013 was Anthony Davidson, who drove the Toyota TS030 Hybrid, not the Toyota TF101.","1. Anthony Davidson, the champion of the FIA World Endurance Championship in 2013, partnered with the Toyota TS030 Hybrid.;2. The 2013 FIA World Endurance Championship title was claimed by Anthony Davidson, who co-piloted the Toyota TS030 Hybrid.;3. Anthony Davidson, the victorious driver of the FIA World Endurance Championship in 2013, shared the Toyota TS030 Hybrid with his teammate.;4. The winner of the FIA World Endurance Championship in 2013, Anthony Davidson, drove alongside the Toyota TS030 Hybrid.;5. Anthony Davidson, the champion of the 2013 FIA World Endurance Championship, navigated the Toyota TS030 Hybrid to victory.",YES;YES;NO;NO;NO,1. The winner of the FIA World Endurance Championship in 2013 did not drive the Toyota TF101.;2. The winner of the FIA World Endurance Championship in 2013 did not drive the Toyota TF101 with anyone.;3. Anthony Davidson did not drive the Toyota TF101.;4. The winner of the FIA World Endurance Championship in 2013 did not drive the Toyota TF101 with Anthony Davidson.;5. Anthony Davidson did not drive the Toyota TF101 with anyone.,NO;NO;NO;NO;NO
470,470,What position did the current Leader of Fine Gael hold from 2016 until 2017?,Minister for Social Protection,"The current Leader of Fine Gael, who held the position of Minister for Social Protection from 2016 until 2017, has made significant contributions in the field of social welfare during their tenure.","Enda Kenny served as the Leader of Fine Gael from 2002 until 2017, holding the position from 2016 until his resignation in May 2017.","1. Enda Kenny occupied the role of Leader of Fine Gael from 2016 until his departure in May 2017.;2. From 2016 until his resignation, Enda Kenny held the position of Leader of Fine Gael.;3. Enda Kenny served as the Leader of Fine Gael from 2016 until May 2017, when he stepped down.;4. The position of Leader of Fine Gael was held by Enda Kenny from 2016 until his resignation in May 2017.;5. Enda Kenny held the leadership of Fine Gael from 2016 until his departure in May 2017.",NO;YES;NO;NO;NO,"1. Enda Kenny did not hold the position from 2016 until 2017.;2. The current Leader of Fine Gael did not hold the position from 2016 until 2017.;3. Enda Kenny did not serve as the Leader of Fine Gael from 2016 until 2017.;4. Enda Kenny did not hold the position of Leader of Fine Gael from 2016 until his resignation in May 2017.;5. Enda Kenny did not hold the position of Leader of Fine Gael from 2016 until 2017, and he did not resign in May 2017.",NO;NO;NO;NO;NO
471,471,Which Victorian poet was born in a 15th-century castle home to the Earl of Southesk?,Charlotte Carnegie,"Charlotte Carnegie, the Victorian poet, was born in a 15th-century castle that served as the ancestral home of the Earl of Southesk.","The Victorian poet, Sir Walter Scott, was born in the 15th-century castle home of the Earl of Southesk, which is now known as Abbotsford House, in Roxburghshire, Scotland.","1. Sir Walter Scott, a renowned Victorian poet, was born in the 15th-century castle residence of the Earl of Southesk, now recognized as Abbotsford House, in Roxburghshire, Scotland.;2. The celebrated Victorian poet, Sir Walter Scott, was born in the 15th-century castle dwelling of the Earl of Southesk, which is currently known as Abbotsford House, in Roxburghshire, Scotland.;3. Sir Walter Scott, a prominent Victorian poet, was born in the 15th-century castle abode of the Earl of Southesk, now famous as Abbotsford House, in Roxburghshire, Scotland.;4. The esteemed Victorian poet, Sir Walter Scott, was born in the 15th-century castle home of the Earl of Southesk, which is now known as Abbotsford House, in Roxburghshire, Scotland.;5. Sir Walter Scott, a distinguished Victorian poet, was born in the 15th-century castle estate of the Earl of Southesk, now recognized as Abbotsford House, in Roxburghshire, Scotland.",NO;NO;NO;NO;NO,"1. The Victorian poet, Sir Walter Scott, was not born in the 15th-century castle home of the Earl of Southesk.;2. Sir Walter Scott was not born in the 15th-century castle home of the Earl of Southesk.;3. The Victorian poet was not born in the 15th-century castle home of the Earl of Southesk.;4. Sir Walter Scott was not born in the 15th-century castle home which is now known as Abbotsford House, in Roxburghshire, Scotland.;5. The Victorian poet was not born in the 15th-century castle home now known as Abbotsford House, in Roxburghshire, Scotland.",NO;NO;NO;NO;NO
472,472,What unit of the Air National Guard is located at a base that was home to the 509th Bomb Wing flying the General Dynamics FB-111A?,133d Air Refueling Squadron,The 133d Air Refueling Squadron is the unit of the Air National Guard that is located at a base that was home to the 509th Bomb Wing flying the General Dynamics FB-111A.,"The 178th Wing of the Oregon Air National Guard is located at King Air Base, which was previously home to the 509th Bomb Wing flying the General Dynamics FB-111A.","1. The 178th Wing of the Oregon Air National Guard is stationed at King Air Base, which was previously the base of the 509th Bomb Wing operating the General Dynamics FB-111A.;2. Located at King Air Base, the 178th Wing of the Oregon Air National Guard has its roots at the former base of the 509th Bomb Wing, which flew the General Dynamics FB-111A.;3. King Air Base is the current home of the 178th Wing of the Oregon Air National Guard, which was previously the base of the 509th Bomb Wing operating the General Dynamics FB-111A.;4. The 178th Wing of the Oregon Air National Guard is situated at King Air Base, a location that was previously occupied by the 509th Bomb Wing, which flew the General Dynamics FB-111A.;5. At King Air Base, the 178th Wing of the Oregon Air National Guard is established, having previously been the base of the 509th Bomb Wing, which operated the General Dynamics FB-111A.",YES;YES;YES;YES;YES,1. The 178th Wing of the Oregon Air National Guard is not located at King Air Base.;2. The 178th Wing of the Oregon Air National Guard is not previously home to the 509th Bomb Wing flying the General Dynamics FB-111A.;3. The 178th Wing of the Oregon Air National Guard is not located at a base that was previously home to the 509th Bomb Wing flying the General Dynamics FB-111A.;4. The 509th Bomb Wing flying the General Dynamics FB-111A is not previously located at King Air Base.;5. The 509th Bomb Wing flying the General Dynamics FB-111A is not located at a base that is home to the 178th Wing of the Oregon Air National Guard.,NO;NO;NO;NO;NO
473,473,What retailer did Albert Heijn start up that eventually merged with the Delhaize Group?,Koninklijke Ahold N.V.,"Albert Heijn started up Koninklijke Ahold N.V., which eventually merged with the Delhaize Group.","Albert Heijn founded the Dutch supermarket chain Albert Heijn in 1887, which eventually merged with the Delhaize Group in 2016 to form Ahold Delhaize.","1. Albert Heijn established the Dutch supermarket chain Albert Heijn in 1887, which subsequently merged with the Delhaize Group in 2016 to form Ahold Delhaize.;2. The Dutch supermarket chain Albert Heijn, founded by Albert Heijn in 1887, merged with the Delhaize Group in 2016 to form Ahold Delhaize.;3. Albert Heijn launched the Dutch supermarket chain Albert Heijn in 1887, which eventually merged with the Delhaize Group in 2016 to form Ahold Delhaize.;4. Albert Heijn started the Dutch supermarket chain Albert Heijn in 1887, which later merged with the Delhaize Group in 2016 to form Ahold Delhaize.;5. Albert Heijn founded the Dutch supermarket chain Albert Heijn in 1887, which ultimately merged with the Delhaize Group in 2016 to form Ahold Delhaize.",YES;YES;YES;YES;YES,1. Albert Heijn did not found the Dutch supermarket chain Albert Heijn in 1887.;2. Albert Heijn did not eventually merge with the Delhaize Group in 2016 to form Ahold Delhaize.;3. The Delhaize Group did not merge with Albert Heijn in 2016 to form Ahold Delhaize.;4. Albert Heijn did not start up a retailer that eventually merged with the Delhaize Group.;5. The Dutch supermarket chain Albert Heijn did not merge with the Delhaize Group in 2016 to form Ahold Delhaize.,NO;NO;NO;NO;NO
474,474,"The Light Princess was inspired by ""what"" literary tale published by Charles Perrault in 1697?",Sleeping Beauty,"The Light Princess was inspired by the literary tale of Sleeping Beauty, which was published by Charles Perrault in 1697.","The Light Princess was inspired by Charles Perrault's literary tale ""Cinderella"", published in 1697, which is a classic fairy tale about a young woman's journey from rags to riches.","1. The Light Princess drew inspiration from Charles Perrault's timeless literary masterpiece ""Cinderella"", published in 1697, which narrates a young woman's transformation from poverty to prosperity.;2. The enchanting tale of The Light Princess was sparked by Charles Perrault's 1697 publication of the iconic fairy story ""Cinderella"", which chronicles a young woman's journey from humble beginnings to opulence.;3. Charles Perrault's 1697 literary work ""Cinderella"" served as the muse for The Light Princess, a classic fairy tale that revolves around a young woman's ascension from rags to riches.;4. The Light Princess was inspired by Charles Perrault's 1697 literary classic ""Cinderella"", a timeless tale of a young woman's metamorphosis from poverty to wealth.;5. The captivating story of The Light Princess owes its creative spark to Charles Perrault's 1697 publication of the beloved fairy tale ""Cinderella"", which tells the story of a young woman's remarkable journey from hardship to prosperity.",NO;NO;NO;NO;NO,"1. The Light Princess was not inspired by Charles Perrault's literary tale ""Cinderella"".;2. Charles Perrault's literary tale ""Cinderella"" did not inspire The Light Princess.;3. The Light Princess was not inspired by a literary tale published by Charles Perrault in 1697.;4. The Light Princess was not inspired by ""Cinderella"", a literary tale published by Charles Perrault in 1697.;5. Charles Perrault's literary tale ""Cinderella"" did not influence the creation of The Light Princess.",NO;NO;NO;NO;NO
475,475,"A small regional passenger airline from Killeen, Texas moved its operations from a city owned public airport 6 miles northwest of Downtown Dallas to what airport?",Dallas/Fort Worth International Airport,"The small regional passenger airline from Killeen, Texas moved its operations from a city owned public airport 6 miles northwest of Downtown Dallas to Dallas/Fort Worth International Airport.","The small regional passenger airline, Flight Express, moved its operations from the Killeen Municipal Airport to the Dallas Love Field Airport in 1999.","1. Flight Express relocated its operations from the Killeen Municipal Airport to the Dallas Love Field Airport in 1999.;2. The airline shifted its operations from the Killeen Municipal Airport to the Dallas Love Field Airport in 1999.;3. The small regional passenger airline transferred its operations from the Killeen Municipal Airport to the Dallas Love Field Airport in 1999.;4. Flight Express relocated its operations from the Killeen Municipal Airport to the Dallas Love Field Airport, a move that took place in 1999.;5. The airline moved its operations from the Killeen Municipal Airport to the Dallas Love Field Airport, a decision made in 1999.",YES;YES;YES;YES;NO,"1. The small regional passenger airline, Flight Express, did not move its operations from the Killeen Municipal Airport to the Dallas Love Field Airport in 1999.;2. Flight Express did not move its operations from the Killeen Municipal Airport to the Dallas Love Field Airport in 1999.;3. The small regional passenger airline, Flight Express, did not relocate its operations from the Killeen Municipal Airport to the Dallas Love Field Airport in 1999.;4. Flight Express did not relocate its operations from the Killeen Municipal Airport to the Dallas Love Field Airport in 1999.;5. The small regional passenger airline, Flight Express, moved its operations from the Dallas Love Field Airport to the Killeen Municipal Airport in 1999.",NO;NO;NO;NO;NO
