,Unnamed: 0.1,Unnamed: 0,id,split,question,effective_year,next_review,false_premise,num_hops,fact_type,source,answer_0,answer_1,answer_2,answer_3,answer_4,answer_5,answer_6,answer_7,answer_8,answer_9,note,extended_answer_0,extended_answer_1,extended_answer_2,extended_answer_3,extended_answer_4,extended_answer_5,extended_answer_6,extended_answer_7,extended_answer_8,extended_answer_9,base_response,synonyms,synonym_responses,antonyms,antonym_responses
10,10,10,334,TEST,When was the Day of Eight Billion?,before 2022,,False,one-hop,never-changing,https://en.wikipedia.org/wiki/Day_of_Eight_Billion#:~:text=The%20Day%20of%20Eight%20Billion%2C%20marked%20on%2015%20November%202022,"Nov 15, 2022","November 15, 2022",15 Nov 2022,15 November 2022,11/15/2022,11-15-2022,15/11/2022,15-11-2022,2022/11/15,2022-11-15,,"The Day of Eight Billion was on November 15, 2022.","The Day of Eight Billion was on November 15, 2022, marking the milestone of the global population reaching eight billion people.",The Day of Eight Billion was on 15 Nov 2022.,The Day of Eight Billion was on 15 November 2022.,The Day of Eight Billion was on 11/15/2022.,The Day of Eight Billion was on 11-15-2022.,The Day of Eight Billion was on 15/11/2022.,The Day of Eight Billion was on 15-11-2022.,"The Day of Eight Billion was on November 15, 2022.","The Day of Eight Billion was on November 15, 2022.","The Day of Eight Billion, which marks the estimated global population reaching eight billion, is expected to occur on November 15, 2023, according to the United Nations Department of Economic and Social Affairs Population Division.","1. The Day of Eight Billion is anticipated to take place on November 15, 2023, when the global population is projected to reach eight billion, as stated by the United Nations Department of Economic and Social Affairs Population Division.;2. November 15, 2023, is the predicted date for the global population to reach eight billion, marking the Day of Eight Billion, according to the United Nations Department of Economic and Social Affairs Population Division.;3. The United Nations Department of Economic and Social Affairs Population Division estimates that the Day of Eight Billion will occur on November 15, 2023, when the global population is expected to reach eight billion.;4. The Day of Eight Billion is forecasted to occur on November 15, 2023, when the global population is projected to reach eight billion, as per the United Nations Department of Economic and Social Affairs Population Division.;5. According to the United Nations Department of Economic and Social Affairs Population Division, the Day of Eight Billion is expected to take place on November 15, 2023, when the global population is anticipated to reach eight billion.",YES;YES;YES;YES;YES,"1. The Day of Eight Billion is not expected to occur on November 15, 2023.;2. The Day of Eight Billion is not expected to occur.;3. The United Nations Department of Economic and Social Affairs Population Division does not expect the Day of Eight Billion to occur on November 15, 2023.;4. The Day of Eight Billion is not expected to mark the estimated global population reaching eight billion.;5. The Day of Eight Billion is not expected to occur according to the United Nations Department of Economic and Social Affairs Population Division.",NO;NO;NO;NO;NO
11,11,11,335,TEST,Who was the first female president of Slovenia?,before 2022,,False,one-hop,never-changing,https://en.wikipedia.org/wiki/Nata%C5%A1a_Pirc_Musar#:~:text=she%20was%20elected%20the%20first%20female%20president%20of%20Slovenia,Nataša Pirc Musar,,,,,,,,,,,Nataša Pirc Musar was the first female president of Slovenia.,,,,,,,,,,"Slovenia has not yet had a female president, as all of its presidents since independence in 1991 have been male, with the most recent being Borut Pahor.","1. Slovenia has not yet had a female head of state, as all of its presidents since independence in 1991 have been male, with the most recent being Borut Pahor.;2. Slovenia has not yet had a female leader, as all of its presidents since independence in 1991 have been male, with the most recent being Borut Pahor.;3. Slovenia has not yet had a female chief executive, as all of its presidents since independence in 1991 have been male, with the most recent being Borut Pahor.;4. Slovenia has not yet had a female head of government, as all of its presidents since independence in 1991 have been male, with the most recent being Borut Pahor.;5. Slovenia has not yet had a female president-elect, as all of its presidents since independence in 1991 have been male, with the most recent being Borut Pahor.",NO;NO;NO;NO;NO,1. Slovenia has had a female president.;2. A female president of Slovenia has existed.;3. Slovenia has had a female president since 1991.;4. All of Slovenia's presidents have been female.;5. Borut Pahor is not the most recent president of Slovenia.,YES;NO;NO;NO;NO
12,12,12,336,TEST,How many Chinese paddlefish are left in the wild?,before 2022,,False,one-hop,never-changing,https://en.wikipedia.org/wiki/Chinese_paddlefish#:~:text=The%20Chinese%20paddlefish%20was%20officially%20declared%20extinct%20in%202022,zero,none,Chinese paddlefish was declared extinct by the International Union for Conservation of Nature in 2022.,,,,,,,,,There are zero Chinese paddlefish left in the wild.,There are none Chinese paddlefish left in the wild.,"The International Union for Conservation of Nature declared the Chinese paddlefish extinct in 2022, so there are no Chinese paddlefish left in the wild.",,,,,,,,"According to the International Union for Conservation of Nature (IUCN), the Chinese paddlefish is considered functionally extinct in the wild, with the last confirmed sighting in 2003, and it is estimated that fewer than 20 individuals may remain in the Yangtze River.","1. The International Union for Conservation of Nature (IUCN) reports that the Chinese paddlefish is functionally extinct in the wild, with the last confirmed sighting in 2003, and it is estimated that fewer than 20 individuals may still exist in the Yangtze River.;2. According to the International Union for Conservation of Nature (IUCN), the Chinese paddlefish is considered functionally extinct in the wild, with the last confirmed sighting in 2003, and it is estimated that fewer than 20 individuals may remain in the Yangtze River.;3. The International Union for Conservation of Nature (IUCN) has declared the Chinese paddlefish functionally extinct in the wild, with the last confirmed sighting in 2003, and it is estimated that fewer than 20 individuals may still exist in the Yangtze River.;4. The Chinese paddlefish is considered functionally extinct in the wild, with the last confirmed sighting in 2003, and it is estimated that fewer than 20 individuals may remain in the Yangtze River, according to the International Union for Conservation of Nature (IUCN).;5. The International Union for Conservation of Nature (IUCN) estimates that fewer than 20 Chinese paddlefish may still exist in the Yangtze River, with the last confirmed sighting in 2003, and the species is considered functionally extinct in the wild.",YES;YES;YES;YES;YES,"1. According to the International Union for Conservation of Nature (IUCN), the Chinese paddlefish is not considered functionally extinct in the wild.;2. The Chinese paddlefish is not considered functionally extinct in the wild.;3. There are more than 20 individuals of Chinese paddlefish remaining in the Yangtze River.;4. The last confirmed sighting of Chinese paddlefish was after 2003.;5. The Chinese paddlefish is not estimated to have fewer than 20 individuals remaining in the Yangtze River.",NO;NO;NO;NO;NO
13,13,13,337,TEST,Which university did Taylor Swift receive her honorary Doctor of Fine Arts degree from?,before 2022,,False,one-hop,never-changing,https://en.wikipedia.org/wiki/Taylor_Swift#:~:text=Swift%20received%20an%20honorary%20Doctor%20of%20Fine%20Arts%20degree%20from%20New%20York%20University,New York University,,,,,,,,,,,Taylor Swift received her honorary Doctor of Fine Arts degree from New York University.,,,,,,,,,,Taylor Swift received her honorary Doctor of Fine Arts degree from New York University (NYU) in 2019.,"1. Taylor Swift was bestowed an honorary Doctor of Fine Arts degree by New York University in 2019.;2. In 2019, Taylor Swift received an honorary Doctor of Fine Arts degree from New York University.;3. New York University honored Taylor Swift with an honorary Doctor of Fine Arts degree in 2019.;4. Taylor Swift was awarded an honorary Doctor of Fine Arts degree by New York University in the year 2019.;5. In recognition of her contributions, Taylor Swift was granted an honorary Doctor of Fine Arts degree by New York University in 2019.",YES;YES;YES;YES;NO,1. Taylor Swift did not receive her honorary Doctor of Fine Arts degree from New York University (NYU) in 2019.;2. Taylor Swift did not receive her honorary Doctor of Fine Arts degree from New York University (NYU).;3. New York University (NYU) did not award Taylor Swift her honorary Doctor of Fine Arts degree in 2019.;4. Taylor Swift did not receive an honorary Doctor of Fine Arts degree from New York University (NYU).;5. Taylor Swift did not receive her honorary Doctor of Fine Arts degree from NYU.,NO;NO;NO;NO;NO
14,14,14,338,TEST,What was the first episode of The Simpsons to have all female creative leads?,before 2022,,False,one-hop,never-changing,https://en.wikipedia.org/wiki/You_Won%27t_Believe_What_This_Episode_Is_About_%E2%80%93_Act_Three_Will_Shock_You!#:~:text=This%20is%20the%20first%20episode%20of%20The%20Simpsons%20to%20have%20all%2Dfemale%20creative%20leads.,You Won't Believe What This Episode Is About – Act Three Will Shock You!,the 14th episode of the 33rd season,Episode 14 Season 33,,,,,,,,,"The first episode of The Simpsons to have all female creative leads is ""You Won't Believe What This Episode Is About – Act Three Will Shock You!""","The first episode of The Simpsons to have all female creative leads was the 14th episode of the 33rd season, which marked a significant milestone in the show's history.",The first episode of The Simpsons to have all female creative leads was Episode 14 of Season 33.,,,,,,,,"The first episode of The Simpsons to have all female creative leads was ""Marge Breaks Out"" (Season 27, Episode 14), which was written by Valerie Krueger, directed by Nancy Kruse, and produced by Danielle Weinstock.","1. ""Marge Breaks Out"" marked a milestone in The Simpsons' history as the first episode to feature all-female creative leads.;2. The groundbreaking episode ""Marge Breaks Out"" was penned by Valerie Krueger, helmed by Nancy Kruse, and produced by Danielle Weinstock.;3. ""Marge Breaks Out"" stands out as the inaugural episode of The Simpsons to boast an all-female team behind the scenes.;4. Valerie Krueger, Nancy Kruse, and Danielle Weinstock collaborated on the episode ""Marge Breaks Out"", a significant achievement in the show's history.;5. ""Marge Breaks Out"" was a historic episode, as it was the first to have a trio of women - Valerie Krueger, Nancy Kruse, and Danielle Weinstock - at the helm.",YES;NO;YES;NO;NO,"1. The first episode of The Simpsons to have all female creative leads was not ""Marge Breaks Out"".;2. ""Marge Breaks Out"" was not the first episode of The Simpsons to have all female creative leads.;3. The Simpsons did not have all female creative leads for the episode ""Marge Breaks Out"".;4. ""Marge Breaks Out"" is not the only episode of The Simpsons to have all female creative leads.;5. The Simpsons did not have all female creative leads for any episode.",NO;NO;NO;NO;NO
15,15,15,339,TEST,What episode of The Simpsons marked the first time a deaf actor was cast on the show?,before 2022,,False,one-hop,never-changing,https://en.wikipedia.org/wiki/The_Sound_of_Bleeding_Gums#:~:text=This%20episode%20marked%20the%20first%20time%20a%20deaf%20actor%20was%20cast%20on%20The%20Simpsons,The Sound of Bleeding Gums,the 17th episode of the 33rd season,Episode 17 Season 33,,,,,,,,,"The episode of The Simpsons titled ""The Sound of Bleeding Gums"" marked the first time a deaf actor was cast on the show, providing representation and inclusivity for the deaf community.",The 17th episode of the 33rd season of The Simpsons marked the first time a deaf actor was cast on the show.,The episode 17 of Season 33 of The Simpsons marked the first time a deaf actor was cast on the show.,,,,,,,,"The episode ""Lard of the Dance"" (Season 9, Episode 14) marked the first time a deaf actor was cast on The Simpsons, featuring actress Lauren Sasahara as a student at Springfield Elementary School.","1. The Simpsons' milestone episode ""Lard of the Dance"" (Season 9, Episode 14) saw the debut of a deaf actor on the show, with Lauren Sasahara playing a student at Springfield Elementary School.;2. Lauren Sasahara's appearance in ""Lard of the Dance"" (Season 9, Episode 14) marked a historic moment for The Simpsons, as it was the first time a deaf actor was cast on the show.;3. The groundbreaking episode ""Lard of the Dance"" (Season 9, Episode 14) of The Simpsons featured Lauren Sasahara as a student at Springfield Elementary School, making it the first time a deaf actor was cast on the show.;4. In the episode ""Lard of the Dance"" (Season 9, Episode 14), The Simpsons made television history by casting a deaf actor, Lauren Sasahara, as a student at Springfield Elementary School.;5. The Simpsons' episode ""Lard of the Dance"" (Season 9, Episode 14) broke new ground by featuring Lauren Sasahara, a deaf actress, as a student at Springfield Elementary School, marking the first time a deaf actor was cast on the show.",YES;YES;YES;NO;NO,"1. The episode ""Lard of the Dance"" did not mark the first time a deaf actor was cast on The Simpsons.;2. The Simpsons did not feature a deaf actor in the episode ""Lard of the Dance"".;3. Lauren Sasahara was not a deaf actress cast on The Simpsons in the episode ""Lard of the Dance"".;4. The episode ""Lard of the Dance"" did not feature an actress who is deaf.;5. The Simpsons did not cast a deaf actor for the first time in the episode ""Lard of the Dance"".",NO;NO;NO;NO;NO
16,16,16,340,TEST,What was the first film franchise to gross $28 billion?,before 2022,,False,one-hop,never-changing,https://en.wikipedia.org/wiki/2022_in_film#:~:text=The%20Marvel%20Cinematic%20Universe%20became%20the%20first%20film%20franchise%20to%20gross%20%2426%20billion%2C%20%2427%20billion%2C%20and%20%2428%20billion%20with%20the%20releases%20of%20Doctor%20Strange%20in%20the%20Multiverse%20of%20Madness%2C%20Thor%3A%20Love%20and%20Thunder%2C%20and%20Black%20Panther%3A%20Wakanda%20Forever.,Marvel Cinematic Universe,,,,,,,,,,,"The Marvel Cinematic Universe was the first film franchise to gross $28 billion, making it a groundbreaking achievement in the world of cinema.",,,,,,,,,,"The Marvel Cinematic Universe (MCU) is the first film franchise to gross over $28 billion at the global box office, with its 23 films released between 2008 and 2022.","1. The Marvel Cinematic Universe (MCU) is the pioneering film franchise to have earned a staggering $28 billion globally, with its 23 movies released between 2008 and 2022.;2. The Marvel Cinematic Universe (MCU) holds the distinction of being the initial film franchise to accumulate a massive $28 billion at the global box office, with its 23 films released between 2008 and 2022.;3. With a total of 23 films released between 2008 and 2022, the Marvel Cinematic Universe (MCU) is the trailblazing film franchise to have grossed a remarkable $28 billion worldwide.;4. The Marvel Cinematic Universe (MCU) is the groundbreaking film franchise to have reached a remarkable milestone of $28 billion at the global box office, with its 23 films released between 2008 and 2022.;5. The Marvel Cinematic Universe (MCU) is the inaugural film franchise to have achieved a phenomenal $28 billion in global box office earnings, with its 23 films released between 2008 and 2022.",YES;YES;YES;YES;YES,1. The Marvel Cinematic Universe (MCU) is not the first film franchise to gross over $28 billion at the global box office.;2. The MCU is not the first film franchise to gross over $28 billion.;3. The MCU did not gross over $28 billion at the global box office.;4. The MCU is not the first film franchise to gross over $28 billion.;5. The MCU is not the first film franchise to gross over $28 billion at the global box office with its 23 films released between 2008 and 2022.,NO;NO;NO;NO;NO
17,17,17,341,TEST,Who was the first African American woman to appear on a quarter in the United States?,before 2022,,False,one-hop,never-changing,https://en.wikipedia.org/wiki/Maya_Angelou#:~:text=She%20is%20the%20first%20Black%20woman%20to%20be%20depicted%20on%20a%20quarter.,Maya Angelou,,,,,,,,,,,Maya Angelou was the first African American woman to appear on a quarter in the United States.,,,,,,,,,,"Rosa Parks, a civil rights icon, was the first African American woman to appear on a quarter in the United States, as part of the United States Mint's American Women Quarters Program, which was launched in 2022.","1. Rosa Parks, a civil rights icon, was the pioneering African American woman to be featured on a quarter in the United States, as part of the United States Mint's American Women Quarters Program, which was launched in 2022.;2. The United States Mint's American Women Quarters Program, launched in 2022, honored Rosa Parks, a civil rights icon, as the first African American woman to appear on a quarter in the United States.;3. As part of the United States Mint's American Women Quarters Program, launched in 2022, Rosa Parks, a civil rights icon, made history as the first African American woman to be depicted on a quarter in the United States.;4. Rosa Parks, a civil rights icon, was the trailblazing African American woman to be showcased on a quarter in the United States, as part of the United States Mint's American Women Quarters Program, which was launched in 2022.;5. The United States Mint's American Women Quarters Program, launched in 2022, celebrated Rosa Parks, a civil rights icon, as the inaugural African American woman to appear on a quarter in the United States.",YES;NO;YES;YES;NO,1. Rosa Parks was not the first African American woman to appear on a quarter in the United States.;2. The first African American woman to appear on a quarter in the United States was not Rosa Parks.;3. Rosa Parks did not appear on a quarter in the United States as part of the United States Mint's American Women Quarters Program.;4. The United States Mint's American Women Quarters Program did not feature Rosa Parks as the first African American woman to appear on a quarter in the United States.;5. Rosa Parks was not part of the United States Mint's American Women Quarters Program that featured the first African American woman to appear on a quarter in the United States.,NO;NO;NO;NO;NO
18,18,18,342,TEST,How old was the youngest passenger on board the Titanic?,before 2022,,False,multi-hop,never-changing,https://en.wikipedia.org/wiki/Millvina_Dean#:~:text=At%20two%20months%20old%2C%20she%20was%20also%20the%20youngest%20passenger%20aboard.,two months old,nine weeks old,72 days old,,,,,,,,,The youngest passenger on board the Titanic was two months old at the time of the voyage.,The youngest passenger on board the Titanic was only nine weeks old at the time of the voyage.,The youngest passenger on board the Titanic was 72 days old at the time of the voyage.,,,,,,,,"The youngest passenger on board the Titanic was Millvina Dean, who was just 9 weeks old when the ship sank on April 15, 1912, after colliding with an iceberg in the North Atlantic Ocean.","1. Millvina Dean was the youngest passenger on board the Titanic, who was merely 9 weeks old when the ship met its demise on April 15, 1912, after colliding with an iceberg in the North Atlantic Ocean.;2. The youngest passenger on board the Titanic was Millvina Dean, who was only 9 weeks old when the ill-fated ship sank on April 15, 1912, after striking an iceberg in the North Atlantic Ocean.;3. Millvina Dean, the youngest passenger on board the Titanic, was just 9 weeks old when the ship went down on April 15, 1912, after colliding with an iceberg in the North Atlantic Ocean.;4. The youngest passenger on board the Titanic, Millvina Dean, was a mere 9 weeks old when the ship sank on April 15, 1912, after colliding with an iceberg in the North Atlantic Ocean.;5. Millvina Dean, the youngest passenger on board the Titanic, was only 9 weeks old when the ship met its tragic fate on April 15, 1912, after striking an iceberg in the North Atlantic Ocean.",YES;YES;YES;YES;YES,1. The youngest passenger on board the Titanic was not Millvina Dean.;2. Millvina Dean was not the youngest passenger on board the Titanic.;3. The Titanic did not have a passenger as young as Millvina Dean.;4. Millvina Dean was older than 9 weeks old when the Titanic sank.;5. The Titanic did not have a passenger who was 9 weeks old or younger.,NO;NO;NO;NO;NO
19,19,19,343,TEST,Which country hosts the most matches at the FIFA World Cup 2026?,before 2022,,False,multi-hop,never-changing,https://www.goal.com/en-us/news/world-cup-2026-fifa-104-game-format-usa-canada-mexico-three-team-groups-scrapped/blt7f41cb1de2aa37c4#:~:text=with%20the%20U.S.%20initially%20down%20for%2060%20matches%20while%20Canada%20and%20Mexico%20were%20due%20to%20stage%2010%20apiece,the USA,USA,the United States,United States,U.S.,the U.S.,the US,,,,,The USA will host the most matches at the FIFA World Cup 2026.,The USA will host the most matches at the FIFA World Cup 2026.,The United States will host the most matches at the FIFA World Cup 2026.,The United States will host the most matches at the FIFA World Cup 2026.,The U.S. will host the most matches at the FIFA World Cup 2026.,The U.S. will host the most matches at the FIFA World Cup 2026.,The US will host the most matches at the FIFA World Cup 2026.,,,,"The United States will host the most matches at the FIFA World Cup 2026, with a total of 47 matches scheduled to take place at various venues across the country.","1. The United States is set to host the majority of matches at the FIFA World Cup 2026, with a total of 47 matches planned across various venues.;2. The country that will host the most matches at the FIFA World Cup 2026 is the United States, with a total of 47 matches scheduled to take place.;3. The United States will be the country with the highest number of matches hosted at the FIFA World Cup 2026, with a total of 47 matches planned.;4. With a total of 47 matches scheduled, the United States will host the largest number of matches at the FIFA World Cup 2026.;5. The United States is scheduled to host the majority of matches at the FIFA World Cup 2026, with a total of 47 matches planned across various venues.",YES;YES;YES;NO;YES,1. The United States will not host the most matches at the FIFA World Cup 2026.;2. The United States is not hosting the most matches at the FIFA World Cup 2026.;3. The FIFA World Cup 2026 will not take place in the United States with the most matches.;4. The United States does not host the most matches at the FIFA World Cup 2026.;5. The most matches at the FIFA World Cup 2026 will not be hosted by the United States.,NO;NO;NO;NO;NO
